Blog Title,Blog Date,Blog Image URL,Blog Likes Count
After China can 'Revenge Travel' Happen in India?,"DECEMBER 18, 2020",https://rategain.com/blog/after-china-can-revenge-travel-happen-in-india/,4
Travel & Hospitality Sector Will Take 12-15 Months To Cross Pre-covid Level Hiring Figures: Industry Leaders,"DECEMBER 16, 2020",https://rategain.com/blog/travel-hospitality-sector-will-take-12-15-months-to-cross-pre-covid-level-hiring-figures-industry-leaders/,4
What Hotels Need to Know About the Staycation Boom,"DECEMBER 16, 2020",https://rategain.com/blog/what-hotels-need-to-know-about-the-staycation-boom/,4
Here’s How Hoteliers Can Attract New Travelers in the Post-COVID Era,"DECEMBER 16, 2020",https://rategain.com/blog/heres-how-hoteliers-can-attract-new-travelers-in-the-post-covid-era/,5
How Airline Revenue Management and Pricing Teams Respond to Revenue Volatility?,"DECEMBER 15, 2020",https://rategain.com/blog/how-airline-revenue-management-and-pricing-teams-respond-to-revenue-volatility/,5
Revenue Volatility in Airlines is Here to Stay: What can Revenue & Pricing Teams do About it?,"DECEMBER 15, 2020",https://rategain.com/blog/revenue-volatility-in-airlines-is-here-to-stay-what-can-revenue-pricing-teams-do-about-it/,5
These New Car Rental Subscription Programs Will Get You There,"DECEMBER 15, 2020",https://rategain.com/blog/these-new-car-rental-subscription-programs-will-get-you-there/,5
"Pardon me, your politics are showing","DECEMBER 12, 2020",https://rategain.com/blog/pardon-me-your-politics-are-showing/,4
"New Deal Europe Weekly Update on Tourism to the Balkan Region, Week 24","DECEMBER 12, 2020",https://rategain.com/blog/new-deal-europe-weekly-update-on-tourism-to-the-balkan-region-week-24/,4
See the Green Shoots of Recovery with Smart Distribution’s latest addition “Future Demand”,"OCTOBER 21, 2020",https://rategain.com/blog/see-the-green-shoots-of-recovery-with-smart-distributions-latest-addition-future-demand/,5
Seven Tactics to Keep your Hotel's Distribution Healthy and Highly Profitable,"OCTOBER 7, 2020",https://rategain.com/blog/seven-tactics-to-keep-your-hotels-distribution-healthy-and-highly-profitable/,8
Bespoke Strategies for Opening the Doors to the European Market,"AUGUST 25, 2020",https://rategain.com/blog/bespoke-strategies-for-opening-the-doors-to-the-european-market/,7
A New Era of Exploration is Coming to Hoteliers. Stay Tuned!,"AUGUST 20, 2020",https://rategain.com/blog/a-new-era-of-exploration-is-coming-to-hoteliers-stay-tuned/,4
Perspectives with Saurabh Prakash: How Hotels Can Get Digital Right for Recovery,"AUGUST 14, 2020",https://rategain.com/blog/perspectives-with-saurabh-prakash-how-hotels-can-get-digital-right-for-recovery/,4
Perspectives with Debojo: How Survival Became A Success Metric at SpiceJet,"JULY 22, 2020",https://rategain.com/blog/perspectives-with-debojo-how-survival-became-a-success-metric-at-spicejet/,6
Strategies for Hoteliers to Get Back to Business for UK Market,"JULY 20, 2020",https://rategain.com/blog/strategies-for-hoteliers-to-get-back-to-business-for-uk-market/,6
Strategies for Hoteliers to Get Back to Business for Europe Market,"JULY 20, 2020",https://rategain.com/blog/strategies-for-hoteliers-to-get-back-to-business-for-europe-market/,9
"Perspectives #8 with Ajay Bakaya, Managing Director, Sarovar Hotels and Resorts","JULY 14, 2020",https://rategain.com/blog/perspectives-8-with-ajay-bakaya-managing-director-sarovar-hotels-and-resorts/,4
Re-Taking The Skies : What Can Commercial Teams Do To Gear Up For A Full Return Of Airline Travel In The New Normal,"JUNE 30, 2020",https://rategain.com/blog/re-taking-the-skies-what-can-commercial-teams-do-to-gear-up-for-a-full-return-of-airline-travel-in-the-new-normal/,3
React to Competitive Prices in Real Time with RateGain’s OPTIMA MarketDrone,"JUNE 15, 2020",https://rategain.com/blog/react-to-competitive-prices-in-real-time-with-rategains-optima-marketdrone/,4
Watch Your Language! Content in the New Hospitality Landscape,"JUNE 2, 2020",https://rategain.com/blog/watch-your-language-content-in-the-new-hospitality-landscape/,4
Keeping Lights on During the Current COVID Crisis!,"MAY 5, 2020",https://rategain.com/blog/keeping-lights-on-during-the-current-covid-crisis/,4
"Hoteliers, Spot New Markets to Create New Revenues in a Post-COVID 19 World","APRIL 23, 2020",https://rategain.com/blog/hoteliers-spot-new-markets-to-create-new-revenues-in-a-post-covid-19-world/,11
Social Media During COVID-19: Tourism Brands That Got It Right,"APRIL 21, 2020",https://rategain.com/blog/social-media-during-covid-19-tourism-brands-that-got-it-right/,8
We Are Bracing Ourselves: Are You?,"MARCH 20, 2020",https://rategain.com/blog/have-we-braced-ourselves/,12
How to Capture Rate Integrity Issues in the Most Simplified Way,"MARCH 11, 2020",https://rategain.com/blog/how-to-capture-rate-integrity-issues-in-the-most-simplified-way/,10
Top 3 Rate Disparity Cases Acceptable to a Revenue Manager,"MARCH 4, 2020",https://rategain.com/blog/top-3-rate-disparity-cases-acceptable-to-a-revenue-manager/,13
Rate Integrity: A Brand New Way of Increasing Direct Bookings,"FEBRUARY 27, 2020",https://rategain.com/blog/rate-integrity-a-brand-new-way-of-increasing-direct-bookings/,8
Why Choose Rate Intelligence Over Rate Shopping?,"FEBRUARY 19, 2020",https://rategain.com/blog/why-choose-rate-intelligence-over-rate-shopping/,11
Why a Rate Intelligence Experience Should Have the Best Art & Science Behind it,"FEBRUARY 5, 2020",https://rategain.com/blog/why-a-rate-intelligence-experience-should-have-the-best-art-science-behind-it/,11
Our Point of View on the Modern Age Distribution Ecosystem,"JANUARY 31, 2020",https://rategain.com/blog/our-point-of-view-on-the-modern-age-distribution-ecosystem/,6
Are You Leading A Future-Ready HR?,"JANUARY 29, 2020",https://rategain.com/blog/are-you-leading-a-future-ready-hr/,7
5 Ways to Ace Hospitality Marketing in 2020,"JANUARY 20, 2020",https://rategain.com/blog/5-ways-to-ace-hospitality-marketing-in-2020/,5
Why UX is Instrumental for Revenue Management,"JANUARY 14, 2020",https://rategain.com/blog/why-ux-is-instrumental-for-revenue-management/,16
Visualizing Data Like a Pro: The Key to Unlock the Data Gold Mine,"DECEMBER 17, 2019",https://rategain.com/blog/visualizing-data-like-a-pro-the-key-to-unlock-the-data-gold-mine/,13
Smart Shopping for Data: Driving Analytics Excellence in the Airlines Industry,"DECEMBER 4, 2019",https://rategain.com/blog/smart-shopping-for-data-driving-analytics-excellence-in-the-airlines-industry/,5
"Mr. Hotelier, Four Signs It is Time to Change your Distribution Partner","NOVEMBER 29, 2019",https://rategain.com/blog/mr-hotelier-four-signs-it-is-time-to-change-your-distribution-partner/,5
Adopting SCRUM in the Organization’s People Processes,"NOVEMBER 22, 2019",https://rategain.com/blog/adopting-scrum-organization-people-processes/,3
How to Deliver Value In The Era Of Hospitality Industry Consolidation?,"NOVEMBER 19, 2019",https://rategain.com/blog/how-to-deliver-value-in-the-era-of-hospitality-industry-consolidation/,4
What will define Long Term Success for Airlines,"NOVEMBER 11, 2019",https://rategain.com/blog/what-will-define-long-term-success-for-airlines/,8
Challenges for Airline Revenue Managers Beyond 2020,"OCTOBER 23, 2019",https://rategain.com/blog/challenges-for-airline-revenue-managers-beyond-2020/,9
Navigating Constant Consolidation,"OCTOBER 21, 2019",https://rategain.com/blog/navigating-constant-consolidation/,8
Our point of view on Distribution Journey,"OCTOBER 17, 2019",https://rategain.com/blog/our-point-of-view-on-distribution-journey/,8
Putting User Experience at the center of a new problem,"OCTOBER 15, 2019",https://rategain.com/blog/putting-user-experience-at-the-center-of-a-new-problem/,10
The Last Distribution Challenge,"OCTOBER 15, 2019",https://rategain.com/blog/re-configuring-the-distribution-models-for-the-next-gen-distribution-ecosystem/,2
Can Car Rental analytics help make better investment decisions?,"OCTOBER 4, 2019",https://rategain.com/blog/can-car-rental-analytics-help-make-better-investment-decisions/,8
Top 3 considerations for blueprinting your content transformation,"SEPTEMBER 21, 2019",https://rategain.com/blog/top-three-considerations-for-blueprinting-your-content-transformation/,7
The Path to A Shared Future: Can car rentals help in turning around the industry slowdown ?,"SEPTEMBER 11, 2019",https://rategain.com/blog/how-to-turn-around-car-industry-slowdown/,7
Delivering Duty of Care in the Age of Corporate Rogue Travel,"AUGUST 21, 2019",https://rategain.com/blog/delivering-duty-of-care-in-the-age-of-corporate-rogue-travel/,5
Who is winning the experience game in travel and hospitality?,"JULY 22, 2019",https://rategain.com/blog/who-is-winning-the-experience-game-in-travel-and-hospitality/,2
Airlines: Soaring on Ancillary Revenue,"JULY 18, 2019",https://rategain.com/blog/airlines-soaring-on-ancillary-revenue/,5
Transaction Tracking and Analytics: Steering Car Rental,"JUNE 24, 2019",https://rategain.com/blog/transaction-tracking-and-analytics-steering-car-rental/,5
Enhancing Car Rental Revenue Management with AI-driven Dynamic Pricing,"JUNE 24, 2019",https://rategain.com/blog/enhancing-car-rental-revenue-management-with-ai-driven-dynamic-pricing/,5
Busting a billion-dollar digital myth for cruise lines!,"FEBRUARY 8, 2019",https://rategain.com/blog/busting-billion-dollar-digital-myth-cruise-lines/,6
The future of distribution strategy at your doorstep,"SEPTEMBER 24, 2018",https://rategain.com/blog/future-distribution-strategy-doorstep/,4
"‘A Thousand Words’: Why Great Visuals Speak Directly, Fluently and Effortlessly","AUGUST 27, 2018",https://rategain.com/blog/importance-picture-reviews-hotel-reputation/,4
New Age Data is Driving Growth for Travel Package Providers,"AUGUST 24, 2018",https://rategain.com/blog/new-age-big-data-growth-package-providers/,3
Tackling content issues head-on,"JULY 16, 2018",https://rategain.com/blog/tackling-content-issues-head-on/,4
7 Top Trends In Hotel Distribution Today,"JULY 13, 2018",https://rategain.com/blog/7-trends-hotel-distribution/,3
HRS Selects RateGain as its Channel Management Partner for their newest connectivity platform,"MAY 4, 2018",https://rategain.com/blog/channel-management-channel-management-hrs-selects-rategain-channel-management-partner-new-platform/,3
Code Itineraries: A road map for the travel industry to unlock one trillion dollars in value by 2025,"APRIL 11, 2018",https://rategain.com/blog/code-itineraries-road-map-travel-industry/,3
5 Ways to Improve Your Hotel's Visibility within Search Engines,"APRIL 9, 2018",https://rategain.com/blog/5-ways-improve-hotels-visibility-search-engines/,3
Hitting a home run in automation tools,"APRIL 3, 2018",https://rategain.com/blog/hitting-a-home-run-in-automation-tools/,3
Tapping the world’s no. 1 outbound travel market,"JANUARY 22, 2018",https://rategain.com/blog/tapping-the-worlds-no-1-outbound-travel-market/,3
It's 100% pure adrenaline! Introducing Distribution Strategy Studio,"JANUARY 11, 2018",https://rategain.com/blog/pure-adrenaline-distribution-strategy-studio/,3
Your Hotel Reputation Matters to Your Revenue,"DECEMBER 11, 2017",https://rategain.com/blog/hotel-reputation-matters-revenue/,4
"Hoteliers, Take a Re-look at Parity and Prevent Revenue Leakages","NOVEMBER 23, 2017",https://rategain.com/blog/hotel-parity-prevent-revenue-leakages/,3
Assessing the boom in travel startups,"NOVEMBER 21, 2017",https://rategain.com/blog/assessing-the-boom-in-travel-startups/,4
Building the Perfect Revenue Strategy Is Not Enough; Advanced Hotel Revenue Management Tool is a Must!,"NOVEMBER 13, 2017",https://rategain.com/blog/advanced-hotel-revenue-management-tool/,3
Travel Industry is Already Using Geo-based Competitive Price Tracking; Act Now Before Its Too Late,"NOVEMBER 3, 2017",https://rategain.com/blog/geo-based-competitive-price-tracking-rate-intelligence-tool/,4
We Bet You Will Not Want to Miss The Benefits of a Comprehensive Hotel Price Intelligence Solution!,"OCTOBER 25, 2017",https://rategain.com/blog/benefits-hotel-price-intelligence-solution/,4
Sharing economy blurring the lines in hospitality,"OCTOBER 23, 2017",https://rategain.com/blog/sharing-economy-blurring-the-lines-in-hospitality/,4
Tracking Mobile App Rates of Your Competition is a MUST for Your Price Strategy!,"OCTOBER 11, 2017",https://rategain.com/blog/track-competitor-mobile-app-rates-hotel/,3
Will Artificial Intelligence Replace Human Intelligence in Revenue Management and Pricing Analysis?,"SEPTEMBER 29, 2017",https://rategain.com/blog/artificial-intelligence-replace-human-intelligence-revenue-management-pricing-analyst/,3
It’s time to reexamine the data structure behind hotel distribution,"SEPTEMBER 25, 2017",https://rategain.com/blog/its-time-to-reexamine-the-data-structure-behind-hotel-distribution/,2
7 Fundamental Hotel Marketing Strategies To Stand Out From Your Competition,"SEPTEMBER 21, 2017",https://rategain.com/blog/fundamental-hotel-marketing-strategies-stand-out/,4
Design an Effective Hotel Guest Loyalty Program to Increase Hotel Bookings and Revenue,"SEPTEMBER 18, 2017",https://rategain.com/blog/effective-hotel-guest-loyalty-program-increase-revenue/,4
Yield Management in Hospitality - Important for Efficient Revenue Management Strategy,"SEPTEMBER 14, 2017",https://rategain.com/blog/yield-management-hospitality-revenue-strategy/,3
What Makes Your Guests The Promoters of Your Brand?,"SEPTEMBER 7, 2017",https://rategain.com/blog/make-guests-promoters-hotel-brand/,3
Tapping the potential of IoT,"AUGUST 29, 2017",https://rategain.com/blog/tapping-the-potential-of-iot/,3
The Role and Future of Technology in Travel Industry,"AUGUST 28, 2017",https://rategain.com/blog/role-future-technology-travel-industry/,3
New Consumer Review Dashboard For Hotels,"AUGUST 21, 2017",https://rategain.com/blog/brandgain-new-consumer-review-dashboard/,3
Measuring Demand in Your City will Skyrocket your Revenue - Here is How!,"AUGUST 21, 2017",https://rategain.com/blog/measuring-hotel-demand-city-skyrocket-revenue/,3
7 Best Methods to Gather Quality Guest Feedback,"AUGUST 16, 2017",https://rategain.com/blog/methods-gather-hotel-guest-feedback/,2
"The Brilliant Hotelier: Face To Face With Panayiotis Kyprianou From Thanos Resorts & Spas, Cyprus","AUGUST 14, 2017",https://rategain.com/blog/brilliant-hotelier-thanos-resorts-spas-cyprus/,4
Monitoring Hundreds of Booking Sites - No Longer a Challenging Task for Hoteliers,"AUGUST 10, 2017",https://rategain.com/blog/monitoring-multiple-booking-sites-hotel-pricing-strategy/,3
"Hotels, Utilize Closed User Group (CUG) Customers to Increase Revenue Through Direct Bookings","AUGUST 8, 2017",https://rategain.com/blog/utilize-closed-user-group-customers-increase-revenue-direct-bookings/,4
Create a Revenue Centric Culture in your Hotel by Integrating Technology,"AUGUST 2, 2017",https://rategain.com/blog/revenue-centric-culture-integrated-hotel-technology/,4
"Despite the best efforts of hotel brands, travelers still love to click around","AUGUST 1, 2017",https://rategain.com/blog/despite-the-best-efforts-of-hotel-brands-travelers-still-love-to-click-around/,4
"Hoteliers, Are You Using Mobile to Support Your Online Reputation Management?","JULY 31, 2017",https://rategain.com/blog/mobile-support-hotel-online-reputation-management-strategy/,4
7 Practical tips to improve online reviews of your hotel,"JULY 25, 2017",https://rategain.com/blog/tips-improve-online-reviews-hotel/,4
14 Features to Consider Before Your Hotel Decides to Devote In a Channel Manager,"JULY 24, 2017",https://rategain.com/blog/features-consider-choosing-hotel-channel-manager/,4
Managing Hotel Guest Sentiment and Online Presence to Create Revenue Centric Culture,"JULY 19, 2017",https://rategain.com/blog/managing-hotel-guest-sentiment-online-presence-revenue-centric-culture/,4
"Hoteliers, You Need a Channel Manager with an Edge to Stand out from Competition","JULY 18, 2017",https://rategain.com/blog/right-hotel-channel-manager-stand-out-competitive-edge/,3
Blockchain and its potential to upend the travel industry,"JULY 17, 2017",https://rategain.com/blog/blockchain-and-its-potential-to-upend-the-travel-industry/,3
"Hoteliers, Learn How to Create A Revenue Centric Culture in Your Hotel","JULY 10, 2017",https://rategain.com/blog/create-hotel-revenue-centric-culture/,4
"Hoteliers, Learn About The Growing Importance of Hotel Online Reputation Management","JULY 4, 2017",https://rategain.com/blog/growing-importance-hotel-online-reputation-management/,4
How to Make Restaurant’s Online Reputation a Secret Sauce in Enhancing your Hotel Brand?,"JUNE 28, 2017",https://rategain.com/blog/restaurant-online-reputation-enhance-hotel-brand/,4
Engaging Travelers Through Social Media Can Reap Umpteen Benefits for Hotels,"JUNE 19, 2017",https://rategain.com/blog/engaging-travelers-social-media-hotels-reap-benefits/,4
Approach For A Balanced Hotel Distribution Strategy - Learn Why Hotels Should Adopt It,"JUNE 14, 2017",https://rategain.com/blog/adopt-balanced-hotel-distribution-strategy/,2
9 Tips to Build a Hotel’s Facebook Strategy & Improve Guest Experience,"JUNE 6, 2017",https://rategain.com/blog/improve-guest-experience-build-hotel-facebook-strategy-social-media/,3
Top Trends: Millennial Travelers & the Hospitality Sector,"MAY 30, 2017",https://rategain.com/blog/millennial-travelers-trends-hospitality-sector/,3
Evolving Role Of Hotel Revenue Manager - Part 4,"MAY 26, 2017",https://rategain.com/blog/evolving-hotel-revenue-manager-use-big-data/,2
The Evolving Role of Revenue Managers - Part 3,"MAY 24, 2017",https://rategain.com/blog/evolving-role-revenue-managers-hotel-comp-set/,3
Good translation key to staying in global marketplace,"MAY 24, 2017",https://rategain.com/blog/good-translation-key-to-staying-in-global-marketplace/,3
The Evolving Role Of Hotel Revenue Managers – Part 2,"MAY 17, 2017",https://rategain.com/blog/evolving-role-hotel-revenue-managers-part2/,3
How Your Hotel distribution & Online Reputation Strategy is key to RevPAR Management,"MAY 15, 2017",https://rategain.com/blog/revpar-management-hotel-distribution-reputation-strategy/,3
The Evolving Role of Hotel Revenue Managers - Part 1,"MAY 10, 2017",https://rategain.com/blog/evolving-role-hotel-revenue-managers-part1/,3
5 Effective Ways Hotels Could Conduct Guest Surveys and Loyalty Programs,"MAY 2, 2017",https://rategain.com/blog/effective-hotels-guest-surveys-loyalty-programs/,3
"Hoteliers, Are Vacation Rentals Eating Your Lunch?","APRIL 26, 2017",https://rategain.com/blog/vacation-rentals-eating-hotel-revenue/,3
Abbreviations are not a content strategy,"APRIL 24, 2017",https://rategain.com/blog/abbreviations-are-not-a-content-strategy/,3
The Future of Hotel Revenue Management – BOTs or Humans?,"APRIL 18, 2017",https://rategain.com/blog/future-hotel-revenue-management-bots-humans/,3
"Hoteliers, Learn How to Overcome the Challenges in Online Reputation Management","APRIL 14, 2017",https://rategain.com/blog/overcome-shortcomings-challenges-in-online-reputation-management/,3
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 4,"APRIL 13, 2017",https://rategain.com/blog/managing-seasonal-market-changes-hotel-stays-top-part4/,4
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 3,"APRIL 11, 2017",https://rategain.com/blog/seasonal-market-changes-hotels-attract-guests/,3
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 2,"APRIL 7, 2017",https://rategain.com/blog/managing-seasonal-market-changes-hotel-stays-top-part-2/,4
Solving the hospitality industry’s ‘content conundrum’,"APRIL 3, 2017",https://rategain.com/blog/olving-the-hospitality-industrys-content-conundrum/,2
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 1,"APRIL 3, 2017",https://rategain.com/blog/managing-seasonal-market-changes-hotel-stays-top/,3
"Hoteliers, Beat the Competition and Be The Market Leaders By Adopting Automation","MARCH 27, 2017",https://rategain.com/blog/revenue-managers-embrace-automation-market-leaders/,2
How Can Hotels Use Google to Maximise their Online Presence?,"MARCH 17, 2017",https://rategain.com/blog/how-hotels-use-google-maximise-online-presence/,2
Revenue Management & Marketing Automation can Help Independent Hotels Stay Ahead,"MARCH 14, 2017",https://rategain.com/blog/revenue-management-marketing-automation-for-independent-hotels/,4
Big Data Challenge,"MARCH 8, 2017",https://rategain.com/blog/big-data-challenge/,4
"Hoteliers, Design Your Revenue Management Strategy in Pre-Opening Stage","MARCH 2, 2017",https://rategain.com/blog/hotel-revenue-management-strategy-pre-opening/,4
"Hoteliers, Keep a Track of Events and Holidays To Increase your Revenue Many Folds","FEBRUARY 20, 2017",https://rategain.com/blog/track-events-and-holidays-increase-hotel-revenue/,3
3 Effective Hotel Pricing Strategy Can Boost Your Hotel Revenue,"FEBRUARY 13, 2017",https://rategain.com/blog/effective-hotel-pricing-strategy-to-boost-revenue/,5
How to Manage Hotel's Online Reviews & Guest Experience,"FEBRUARY 2, 2017",https://rategain.com/blog/how-to-manage-hotel-online-reviews/,3
Why Should Hotels Pay Special Attention to Demand Forecasting?,"JANUARY 25, 2017",https://rategain.com/blog/why-should-hotels-pay-special-attention-to-demand-forecasting/,3
"The Brilliant Hotelier: Face to face with Deanna Jayasundera from Theme Resorts and Spas, Sri Lanka","JANUARY 16, 2017",https://rategain.com/blog/brilliant-hotelier-face-face-deanna-jayasundera-assistant-manager-theme-resorts-spas-sri-lanka/,3
RateGain’s Top 12 Blogs of 2016,"JANUARY 3, 2017",https://rategain.com/blog/rategains-top-12-blogs-of-2016/,4
Managing Real-Time Room Inventories Across Multiple OTAs,"DECEMBER 27, 2016",https://rategain.com/blog/managing-real-time-room-inventories-across-multiple-otas/,2
"The Brilliant Hotelier: Face 2 Face with Ria Roberto, the Director of Revenue Management at Kenz Hotel Management, UAE","DECEMBER 19, 2016",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-ria-roberto-the-director-of-revenue-management-at-kenz-hotel-management-abu/,2
Be the Revenue Management Hero of your Hotel,"NOVEMBER 28, 2016",https://rategain.com/blog/be-the-revenue-management-hero-of-your-hotel/,4
"Hotels, Let’s Go Direct!","NOVEMBER 23, 2016",https://rategain.com/blog/hotels-lets-go-direct/,4
Tips to Build Customer Loyalty for Your Restaurant,"NOVEMBER 21, 2016",https://rategain.com/blog/tips-to-build-customer-loyalty-for-your-restaurant/,4
"Systems Reliability, A Necessity for Hotel Operations: Part 2","NOVEMBER 18, 2016",https://rategain.com/blog/systems-reliability-a-necessity-for-hotel-operations-part-2/,4
Is Your Hotel United by Goals but Divided by Systems?,"NOVEMBER 16, 2016",https://rategain.com/blog/is-your-hotel-united-by-goals-but-divided-by-systems/,4
"The Brilliant Hotelier: Face 2 Face with I Nyoman Astama, General Manager of the Bali Niksoma Boutique Beach Resort","NOVEMBER 15, 2016",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-i-nyoman-astama-general-manager-of-the-bali-niksoma-boutique-beach-resort/,4
"Systems Reliability, A Necessity for Hotel Operations: Part 1","NOVEMBER 11, 2016",https://rategain.com/blog/systems-reliability-a-necessity-for-hotel-operations-part-1/,3
Is your Hotel Website Ready for Google's Latest Mobile Updates,"NOVEMBER 8, 2016",https://rategain.com/blog/is-your-hotel-website-ready-for-googles-latest-mobile-updates/,3
Optimize Your Hotel’s SEO and Mobile Strategy,"NOVEMBER 3, 2016",https://rategain.com/blog/optimize-your-hotels-seo-and-mobile-strategy/,4
"The Brilliant Hotelier: Face 2 Face with Stavros Drakou, Director at Cyprotels Hotels and Resorts, Cyprus","NOVEMBER 2, 2016",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-stavros-drakou-director-at-cyprotels-hotels-and-resorts-cyprus/,1
What’s spookier than Halloween for Hoteliers?,"OCTOBER 26, 2016",https://rategain.com/blog/whats-spookier-than-halloween-for-hoteliers/,2
Tapping the phenomenal potential of the Asia Pacific region,"OCTOBER 10, 2016",https://rategain.com/blog/tapping-the-phenomenal-potential-of-the-asia-pacific-region/,2
"The Brilliant Hotelier: Face 2 Face with Trisna Widia, Marketing & E-Commerce Manager, Prime Plaza Hotels and Resorts, Indonesia","OCTOBER 6, 2016",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-trisna-widia-marketing-e-commerce-manager-prime-plaza-hotels-and-resorts-indonesia/,2
How to Increase Hotel Direct Bookings? Don’t Ignore the Role of a Booking Engine,"SEPTEMBER 26, 2016",https://rategain.com/blog/how-to-increase-hotel-direct-bookings-dont-ignore-the-role-of-a-booking-engine/,2
Weary of Disruption? 5 Simple Steps to Disrupt the Disruptions in the Rapidly Changing Hospitality Industry,"SEPTEMBER 21, 2016",https://rategain.com/blog/weary-of-disruption-5-simple-steps-to-disrupt-the-disruptions-in-the-rapidly-changing-hospitality-industry/,2
Disruption in the Hotel Industry and Changing Face of the Global Travel Market,"SEPTEMBER 16, 2016",https://rategain.com/blog/disruption-in-the-hotel-industry-and-changing-face-of-the-global-travel-market/,2
"The Brilliant Hotelier: Tête-à-Tête with Richard Lewis, the CEO of Landmark Hotels, Dubai","SEPTEMBER 15, 2016",https://rategain.com/blog/the-brilliant-hotelier-tete-a-tete-with-richard-lewis-the-ceo-of-landmark-hotels-dubai/,3
The fast-changing world of hospitality distribution,"SEPTEMBER 12, 2016",https://rategain.com/blog/rapid-technological-change-spells-disruption-and-opportunity/,3
"Hotels, Are You Prepared for Digital Detox Travelers?","SEPTEMBER 6, 2016",https://rategain.com/blog/hotels-are-you-prepared-for-digital-detox-travelers/,4
"The Brilliant Hotelier: Face 2 Face with the Revenue Director at J5 Rimal Hotel Apartments, Dubai","SEPTEMBER 2, 2016",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-the-revenue-director-at-j5-rimal-hotel-apartments-dubai/,4
How Hotels of Tomorrow are Improving Guest Experience with Technology?,"SEPTEMBER 1, 2016",https://rategain.com/blog/how-hotels-of-tomorrow-are-improving-guest-experience-with-technology/,4
Sharing economy and alternative lodging offer great opportunities,"AUGUST 29, 2016",https://rategain.com/blog/sharing-economy-and-alternative-lodging-offer-great-opportunities/,4
How can Hotels Generate More Revenue from Customer Loyalty - Part II,"AUGUST 25, 2016",https://rategain.com/blog/how-can-hotels-generate-more-revenue-from-customer-loyalty-part-ii/,3
How can Hotels Generate More Revenue from Customer Loyalty - Part I,"AUGUST 19, 2016",https://rategain.com/blog/how-can-hotels-generate-more-revenue-from-customer-loyalty-part-i/,3
Travel agents: a re-emerging force in hospitality distribution,"AUGUST 15, 2016",https://rategain.com/blog/travel-agents-a-re-emerging-force-in-hospitality-distribution/,3
5 Things About Hotel Revenue Management Your Boss Wants to Know – Part II,"JULY 28, 2016",https://rategain.com/blog/top-5-things-about-hotel-revenue-management-your-boss-wants-to-know/,2
Pikachu Conjures his Pokemon Friends for Increasing Hotel Revenues,"JULY 26, 2016",https://rategain.com/blog/pikachu-conjures-his-pokemon-friends-for-increasing-hotel-revenues/,3
The sensible economics of 'one to many',"JULY 26, 2016",https://rategain.com/blog/the-sensible-economics-of-one-to-many/,3
5 Things About Hotel Revenue Management Your Boss Wants to Know - Part I,"JULY 22, 2016",https://rategain.com/blog/5-things-about-hotel-revenue-management-your-boss-wants-to-know-part-i/,3
"Hotels, Improve your Online Distribution Strategy with Six Simple Tips","JULY 12, 2016",https://rategain.com/blog/hotels-improve-your-online-distribution-strategy-with-six-simple-tips/,3
How to Ensure the Demand Generated is Translated into Increased Revenues?,"JULY 11, 2016",https://rategain.com/blog/how-to-ensure-the-demand-generated-is-translated-into-increased-revenues/,3
"Brexit: The Impact on Travel and Tourism Industry, Now and Later","JUNE 27, 2016",https://rategain.com/blog/brexit-the-impact-on-travel-and-tourism-industry-now-and-later/,3
Create a new chapter in the relationship between Your Hotel & Guests with Chat Tools,"JUNE 21, 2016",https://rategain.com/blog/create-a-new-chapter-in-the-relationship-between-your-hotel-guests-with-chat-tools/,3
Effective Ways to Measure & Generate Demand – Part V,"JUNE 19, 2016",https://rategain.com/blog/effective-ways-to-measure-generate-demand-building-a-revenue-culture/,2
Effective Ways to Measure & Generate Demand – Part IV,"JUNE 17, 2016",https://rategain.com/blog/effective-ways-to-measure-generate-demand-part-iv/,2
Effective Ways to Measure & Generate Demand - Part II,"JUNE 15, 2016",https://rategain.com/blog/effective-ways-to-measure-demand-part-ii/,3
Effective Ways to Measure & Generate Demand – Part III,"JUNE 15, 2016",https://rategain.com/blog/effective-ways-to-measure-generate-demand-part-iii/,4
Effective Ways to Measure and Generate Demand - Part I,"MAY 17, 2016",https://rategain.com/blog/effective-ways-to-measure-and-generate-demand-part-i/,4
8 Top Tips to Choose the Right Hotel Channel Manager,"MAY 3, 2016",https://rategain.com/blog/8-top-tips-to-choose-the-right-hotel-channel-manager/,4
Comparing and Contrasting Industry Problems with Revenue Optimisation,"APRIL 27, 2016",https://rategain.com/blog/comparing-and-contrasting-industry-problems-with-revenue-optimisation/,4
"Making Cents of RevGain: An Interview With the Revenue Manager at St. George Lycabettus Hotel, Greece","APRIL 20, 2016",https://rategain.com/blog/making-cents-of-revgain-an-interview-with-the-revenue-manager-at-st-george-lycabettus-hotel-greece/,5
